word_count,sentence_count,spelling_errors,long_word,exc_count,que_count,stopwords_count,unigrams_count,bigrams_count,trigrams_count,noun_count,adj_count,adv_count,verb_count,syllable_count,smog_index,coleman_liau_index,dale_chall_readability_score,difficult_words,linsear_write_formula,neg_sentiment,neu_sentiment,pos_sentiment,score1,score2,score
342,27,27,44,2,0,138,144,283,324,72,17,20,58,395,8.6,5.49,5.76,30,4.875,1.313,22.566,3.12,4,4,8
411,16,20,58,0,0,180,156,302,355,85,33,11,77,492,11.3,7.96,6.5,40,11.75,0.52,13.434,2.047,4,4,8
332,17,21,55,0,0,131,152,296,319,79,26,21,60,420,10.5,7.89,6.29,35,5.642857143,0.304,13.025,3.671,5,4,9
693,32,22,161,8,0,269,264,566,645,157,52,46,118,933,13.3,12.07,7.65,116,6.5,0.432,27.867,3.701,6,5,11
545,32,34,104,2,0,200,265,481,533,134,36,27,96,665,10.7,10.9,7.48,90,7.333333333,0.74,26.526,4.735,5,5,10
369,22,39,68,0,0,139,168,312,349,106,34,13,60,466,10.4,10.43,7.19,57,5.1875,0.387,16.817,4.796,4,4,8
362,20,16,55,0,0,162,153,307,343,61,11,23,66,419,9.5,7.13,6.4,40,5.5,0.124,17.868,2.008,4,4,8
488,26,24,111,2,2,168,228,415,463,131,44,33,82,670,12.7,12.18,7.91,91,7.25,0.753,20.392,4.855,6,6,12
300,15,14,34,1,0,134,133,243,269,65,21,3,59,353,10.4,6.44,6.17,28,7.5,0.055,13.281,1.664,4,4,8
61,3,8,7,0,0,30,43,57,58,10,1,4,15,64,8.8,5.74,6.3,6,7.333333333,0.26,2.74,0,1,1,2
504,38,12,66,0,1,202,209,416,473,111,40,34,76,580,8.8,6.53,6.11,53,4.333333333,0.726,33.2,4.074,5,4,9
470,19,12,111,0,0,165,190,395,437,128,32,34,77,658,13.5,12.76,7.67,78,5.125,0.251,15.977,2.772,5,5,10
480,22,25,67,1,0,195,214,422,455,124,31,27,78,611,11.2,8.07,6.5,51,12,0.841,16.401,4.759,5,5,10
409,34,28,60,2,5,145,175,358,393,104,20,19,68,492,9.1,8.38,6.56,53,3.9,0.815,30.053,3.131,5,4,9
658,37,32,115,1,5,198,257,539,626,192,51,26,117,787,11,10.78,7.59,107,7.6,1.914,28.056,7.03,5,5,10
313,14,20,41,0,0,118,135,240,267,72,23,7,75,360,10,7.66,5.87,22,6.833333333,0.443,10.988,2.569,4,4,8
438,31,33,75,0,0,162,185,364,416,117,21,18,92,545,9.9,9.03,6.61,58,5.125,0.884,25.945,4.171,5,4,9
625,33,29,118,0,5,197,256,520,603,175,45,53,105,794,11.6,12.35,7.42,96,6.833333333,4.174,26.736,2.088,5,5,10
486,24,25,108,6,2,184,216,436,475,143,18,28,85,638,11.9,11.54,7.79,87,8,1.31,20.264,2.426,5,5,10
413,26,27,69,6,3,143,201,375,402,99,19,27,81,475,9.3,10.14,7.33,64,6.357142857,0.172,20.861,4.966,4,5,9
406,22,21,55,0,0,173,170,350,386,104,27,26,73,471,9.4,8.18,6.04,35,6.142857143,1.812,17.144,3.044,4,4,8
341,19,14,54,0,0,163,148,305,332,77,17,17,63,445,11.1,8.52,6.41,38,5.25,0.097,17.176,1.727,4,4,8
495,13,22,76,1,0,223,243,464,488,117,36,31,89,639,12.9,9.06,7.56,67,26,0.094,11.162,1.744,5,4,9
458,25,17,72,0,1,195,199,424,453,88,29,23,112,559,8.6,8.81,6.68,58,6.357142857,4.097,18.575,2.329,4,4,8
367,32,15,65,0,0,132,163,306,350,84,19,16,65,452,9.5,7.86,6.38,46,3.363636364,0.252,28.414,3.334,4,4,8
393,24,11,43,0,0,173,138,300,352,80,24,26,68,448,8.8,6.49,5.63,28,4.8125,0,20.56,3.44,4,4,8
685,47,58,109,0,13,242,320,629,671,156,53,50,116,800,9.4,9.27,7.66,121,5.714285714,2.351,37.953,6.695,5,5,10
515,19,25,80,0,0,228,194,396,442,118,41,44,105,650,11.9,8.83,6.5,49,7.083333333,1.721,15.805,1.473,5,4,9
363,20,21,62,0,1,135,154,290,328,108,37,16,52,452,10.5,10.03,7.06,53,6.666666667,1.658,16.87,1.472,4,4,8
483,23,25,59,0,0,188,200,408,455,94,28,25,101,555,10,7.89,6.4,49,6.071428571,0.404,19.536,3.06,5,5,10
448,22,25,83,4,1,190,191,382,423,105,30,21,72,588,12.1,10.79,7.14,64,6.214285714,1.03,17.898,3.072,4,4,8
219,9,8,42,0,0,91,121,197,211,61,15,6,29,264,11.4,9.69,7.79,37,11.625,0,8.367,0.633,4,4,8
535,34,35,108,4,2,200,262,494,529,119,40,25,94,692,9.8,9.85,7.68,101,12.5,1.246,28.774,3.98,6,5,11
462,27,15,61,3,2,186,211,418,447,90,32,28,81,538,9.5,8,6.55,55,5.928571429,3.217,21.943,1.84,4,4,8
262,16,11,47,0,0,89,117,206,239,66,23,4,48,332,10.6,9.16,6.25,28,6.916666667,0,11.673,4.327,4,4,8
291,21,11,44,2,3,116,145,266,286,66,27,16,43,360,9.6,7.93,6.19,32,4,0.839,16.017,4.143,4,5,9
440,29,18,52,0,1,145,204,392,432,131,24,17,80,508,9.8,9.09,7.09,64,4.15,2.915,24.037,2.048,5,4,9
376,17,21,44,0,1,162,169,324,361,84,24,26,63,437,10.1,7.66,6.18,32,8.8,0.277,14.319,2.403,4,4,8
681,39,31,121,1,1,264,280,592,650,168,49,29,125,853,10.4,9.16,7.17,105,5.375,2.815,31.182,5.002,6,4,10
380,25,14,51,0,0,173,160,306,339,73,15,23,76,441,9.3,7.13,6.4,45,4.75,1.574,21.34,2.085,3,4,7
470,21,22,79,0,0,196,207,417,461,107,32,16,83,560,10.6,9.28,7.3,70,7.25,0.176,17.832,2.992,5,5,10
725,27,38,109,12,4,193,300,610,704,308,56,21,95,860,12.1,13.75,8.41,127,13.125,0.806,23.775,2.42,5,5,10
235,13,16,49,0,0,91,127,207,223,60,24,12,37,315,11.7,10.38,7.55,41,7.583333333,1.883,10.769,0.348,3,4,7
307,12,13,38,1,1,114,132,244,279,82,24,14,53,339,9.1,9.69,7.41,43,8.6,0.191,10.467,1.342,4,4,8
546,27,27,82,2,0,169,252,470,522,168,36,16,81,622,10.3,11.42,8.19,101,8.6,1.776,20.706,4.518,5,5,10
484,26,26,89,3,1,159,191,384,443,134,50,15,93,644,11.5,10.73,7.18,72,4.4375,0.316,20.143,4.541,4,4,8
435,19,26,56,1,0,186,190,365,409,96,24,29,86,537,10.1,8.18,7.08,60,5.642857143,0.192,16.031,2.777,4,5,9
579,29,31,95,0,2,215,254,511,562,136,51,39,106,741,11.5,10.03,6.75,72,8.2,2.05,24.339,2.613,5,5,10
328,28,20,44,0,0,142,149,294,321,78,18,7,56,391,8.8,7.06,6.4,41,3.85,0.354,24.378,3.269,4,4,8
327,20,15,61,0,1,129,157,284,313,80,23,26,65,413,10.8,9.91,7,48,5.357142857,0.751,17.608,1.641,4,5,9
210,9,30,41,0,0,100,117,195,206,48,17,14,30,288,13.2,8.3,7.62,36,10.3,0.132,7.576,1.292,4,4,8
376,18,20,60,2,4,148,171,307,333,91,31,17,54,449,10.9,10.09,6.9,47,6.142857143,0.392,16.165,1.443,5,5,10
318,20,16,49,1,1,121,153,276,303,80,24,25,46,379,10.1,9.56,7.15,48,4.6875,0.065,16.031,3.904,4,4,8
515,29,28,63,0,3,223,202,406,474,124,28,27,89,607,8.8,7.42,6.24,53,5.0625,1.493,23.927,3.58,5,4,9
447,27,15,89,0,1,157,202,405,437,122,38,30,71,587,11.9,10.84,7.3,73,5.25,2.193,22.772,2.034,6,5,11
283,10,12,45,1,0,117,162,264,277,66,23,18,49,354,11.8,8.54,6.99,34,8.1,0.243,8.242,1.516,4,4,8
349,20,25,24,0,0,168,129,267,316,58,13,19,80,378,8.1,4.87,5.37,19,5.25,0,17.629,2.371,4,4,8
221,17,12,29,0,0,78,109,184,201,49,18,9,40,263,8.8,7.64,6.23,25,4.555555556,0,15.216,1.784,3,4,7
331,20,15,47,2,1,125,145,285,313,89,28,10,59,398,10.7,8.4,6.84,45,5,0.428,16.548,3.024,4,4,8
305,18,12,37,3,3,126,156,277,292,66,23,13,50,362,9.6,6.72,6.83,42,6.833333333,1.304,15.045,1.65,4,4,8
562,23,27,114,0,1,199,247,492,542,122,37,43,86,681,11.3,11.37,7.68,91,7.083333333,0.207,19.314,3.479,5,5,10
519,27,14,88,0,1,189,218,418,477,150,31,21,81,660,11.1,9.63,6.79,67,6.833333333,0.872,22.964,3.163,5,4,9
202,6,14,43,0,0,82,109,171,183,46,16,13,36,263,12.5,10.22,7.29,25,11.625,0,4.946,1.054,3,4,7
192,9,13,31,0,0,70,94,161,177,50,11,11,40,227,10.7,9.8,7.21,27,8.9,0.852,6.358,1.792,3,3,6
386,21,19,74,0,1,156,155,321,367,85,21,22,66,515,11.6,9.68,6.46,44,7.5,0,18.011,2.989,4,4,8
310,12,15,48,0,0,120,160,281,298,81,19,22,45,378,11.4,9.17,6.34,29,5.1875,1.33,8.694,1.975,4,4,8
461,28,16,63,0,0,191,207,399,444,103,34,22,88,573,9.8,7.82,6.26,51,4.8125,2.761,23.053,2.186,4,4,8
170,8,4,28,0,0,70,101,154,163,37,11,10,26,212,11,8.59,6.94,23,8.6,0.335,6.937,0.728,3,3,6
431,22,33,61,2,0,174,210,391,416,92,46,32,87,537,10.2,8.81,7.19,65,7.333333333,0.628,17.742,3.631,4,4,8
389,18,18,60,0,1,185,132,294,350,84,18,19,73,477,10.5,7.31,6.35,39,6,0.297,15.349,2.354,4,4,8
544,33,35,81,5,5,191,253,482,533,174,46,30,73,645,9.5,9.03,7.47,91,4.875,0.076,29.333,3.591,5,5,10
378,18,29,45,0,0,173,136,267,318,67,24,15,80,440,9.4,6.27,5.96,30,8.9,0.065,15.648,2.288,4,4,8
503,36,28,53,0,2,171,172,359,428,117,12,22,115,544,8.1,6.48,5.78,41,5.857142857,0,33.028,2.972,4,4,8
568,35,47,79,1,5,211,243,497,542,131,41,44,103,662,9.8,7.65,6.29,61,4.875,1.973,28.38,4.648,5,5,10
480,23,19,71,0,0,186,170,368,439,131,23,30,91,602,9.5,8.99,6.19,45,5.5,0.537,19.578,2.885,5,4,9
381,17,20,75,0,0,158,166,314,350,106,24,22,55,514,13,9.75,7.25,57,7,0.661,13.93,2.409,4,4,8
549,19,24,77,0,3,224,202,470,535,121,28,26,122,644,11.4,8.3,6.6,52,6.75,1.722,15.553,1.725,5,4,9
378,26,35,32,0,0,147,163,327,366,84,13,21,72,416,8.3,5.21,5.88,34,4.111111111,0.85,22.641,2.509,4,4,8
627,34,29,113,0,0,234,222,492,566,156,49,51,104,825,12.3,10.26,6.58,74,8.9,3.416,27.46,3.124,5,5,10
410,30,25,64,0,1,139,203,373,399,101,35,23,83,518,9.9,8.92,6.76,57,5,1.258,25.021,3.721,4,4,8
313,20,13,50,0,1,131,114,247,291,78,25,8,44,367,9.9,7.71,5.98,29,4.75,0.73,15.408,3.862,4,4,8
436,26,22,53,0,0,207,148,307,377,86,10,18,77,507,8.7,7.01,6,41,4.6875,0,22.557,3.443,5,4,9
324,12,15,57,0,0,142,173,302,318,69,25,32,71,425,12.5,9.12,7.13,43,8.6,0.272,9.908,1.82,4,4,8
429,26,21,57,1,4,195,185,358,402,93,26,31,69,516,9.5,6.95,6.18,44,7.25,0.521,21.411,4.068,4,4,8
602,38,42,80,0,4,200,262,520,579,158,35,34,109,678,9.7,8.92,7.07,86,4.9375,3.201,32.79,2.009,4,4,8
436,23,22,120,1,0,156,232,401,425,125,24,22,71,628,13.3,13.11,8.5,97,6.375,0.4,18.411,4.189,6,5,11
492,22,29,80,0,0,183,230,438,475,139,41,26,71,585,10,10.33,8.05,92,7.166666667,0.683,19.599,1.719,5,4,9
847,43,58,110,2,8,277,331,702,803,252,80,41,147,970,9.5,9.8,6.91,109,11.75,2.31,36.562,4.127,6,5,11
405,27,18,52,0,0,176,162,330,374,92,17,22,63,476,9.7,6.95,6.43,48,4.277777778,0,23.873,3.127,5,4,9
268,12,10,46,0,0,111,124,226,251,67,21,5,42,341,12,9.92,6.73,32,6.833333333,0.104,10.266,1.63,4,4,8
550,29,27,112,8,1,214,234,461,516,127,39,27,103,702,10.5,10.44,7.47,92,7.083333333,2.108,24.675,2.217,5,6,11
314,23,20,47,0,0,121,159,284,304,76,21,23,58,383,9.3,8.8,6.7,43,5.928571429,0.614,17.949,4.437,4,4,8
624,31,21,97,0,2,214,243,488,554,178,43,18,112,746,10.5,9.39,6.64,73,6.071428571,0.762,25.606,4.633,5,5,10
520,33,43,76,13,0,162,175,384,461,143,27,33,79,580,9.8,9.1,6.22,51,5.571428571,1.445,26.058,4.496,5,5,10
401,24,12,71,2,0,157,176,352,391,96,43,22,60,549,11.8,10.72,6.85,56,8.8,0.453,20.014,3.533,5,5,10
240,21,10,38,0,1,88,112,208,229,63,15,23,41,301,8.6,9.2,6.61,32,3.227272727,0,16.983,4.017,3,3,6
392,18,21,57,0,0,153,157,306,355,92,42,17,66,468,10.5,7.72,6.16,35,8.4,1.372,14.418,2.209,4,4,8
525,24,28,56,6,0,202,210,439,499,114,25,29,94,587,10.2,7.6,6.11,43,8.7,0.21,21.175,2.615,5,5,10
504,22,20,96,2,1,203,229,446,485,112,34,26,84,647,11.8,9.52,7.55,82,7,0.366,18.332,3.302,5,6,11
510,28,21,106,0,3,188,226,461,499,144,39,25,71,657,11.6,11.19,8.16,101,6.714285714,0.702,24.433,2.865,6,6,12
528,24,44,102,0,1,211,243,467,512,129,48,40,81,693,12.4,9.69,7.57,89,6.916666667,0.077,20.493,3.43,5,4,9
505,22,14,143,0,0,215,250,465,501,132,34,24,90,775,14.9,12.53,8.7,119,7.5,0.903,19.219,1.877,5,5,10
218,3,12,17,0,0,112,89,176,200,56,17,12,38,262,14.1,6,8.27,15,24,0.049,2.544,0.408,3,3,6
420,16,16,38,0,0,202,147,330,389,81,21,21,93,489,10.6,6.27,5.98,28,6.666666667,0.309,13.376,2.315,4,4,8
226,7,16,28,0,0,92,112,192,210,58,17,12,43,265,10.9,7.38,6.86,23,15.66666667,0.458,5.571,0.971,3,3,6
500,30,20,76,0,3,204,188,391,458,101,27,24,90,595,10.2,8.4,6.5,58,6.833333333,0.538,25.416,4.046,5,4,9
380,20,33,56,0,3,143,167,305,341,101,15,28,61,435,10.2,9.05,6.52,42,6.666666667,0.881,17.902,1.217,4,5,9
369,23,16,78,0,0,144,187,319,343,93,27,23,61,477,10.5,9.79,7.14,58,4.6875,2.097,18.596,2.307,5,5,10
309,7,17,43,0,0,153,131,268,295,63,13,28,47,374,13,7.27,6.8,25,11.75,0.084,6.12,0.797,3,4,7
340,17,12,50,0,0,155,127,242,272,65,19,25,66,414,9.6,6.96,6.28,34,7.25,2.152,13.571,1.277,4,4,8
290,22,13,27,0,0,129,144,259,284,61,21,15,55,327,7.3,5.03,5.78,26,4.444444444,0.408,18.249,3.343,3,4,7
142,7,13,17,0,0,58,74,122,134,38,11,6,23,158,9.6,8.12,6.98,19,10.4,0.41,5.655,0.935,2,2,4
371,23,11,53,0,1,142,167,312,347,68,17,23,66,426,8.6,6.26,6.11,37,5.857142857,0.113,20.219,2.668,4,4,8
331,18,24,66,0,0,97,173,290,315,84,27,19,74,428,11.8,10.67,6.54,39,7.7,0,15.024,2.976,6,5,11
443,32,31,52,0,2,189,197,389,429,81,23,24,79,488,8.5,6.42,6.22,48,5.642857143,0.704,26.821,4.476,4,4,8
505,34,43,57,9,7,219,190,419,479,67,27,41,115,563,9.1,7.12,5.99,46,10.5,1.438,25.638,6.924,4,4,8
441,24,23,48,0,0,179,199,378,415,104,21,31,88,477,8.3,7.94,6.52,49,7,0.972,20.578,2.45,4,4,8
315,15,34,57,3,1,125,145,260,293,77,19,8,59,400,11.6,9.51,7.38,49,7.9,1.27,13.587,0.143,4,4,8
758,52,33,93,1,1,281,291,630,709,177,53,38,130,858,9,7.7,6.26,81,5.5,0.357,44.09,7.553,5,5,10
371,21,18,44,0,0,140,174,336,364,90,19,22,64,431,9.2,7.71,6.09,35,5.1875,0.515,17.105,3.379,4,4,8
795,51,43,102,1,4,291,288,616,725,189,47,26,135,898,9.8,7.29,6.36,86,4.5625,1.391,41.696,7.914,5,6,11
329,15,13,39,0,0,134,164,303,324,79,24,14,51,375,10.4,8.7,6.47,34,16.16666667,0.249,12.135,2.616,4,4,8
755,37,28,145,4,3,267,300,619,707,223,47,36,116,975,12.2,12.7,7.47,117,7.166666667,1.205,30.462,5.334,6,6,12
321,20,9,71,1,0,97,136,254,294,93,24,19,59,447,11.9,12.87,7.58,56,4.222222222,0.117,15.519,4.364,4,4,8
162,14,14,20,0,0,68,92,147,156,41,7,8,21,174,8.4,6.01,6.06,17,3.318181818,0.519,12.339,1.142,3,3,6
251,10,9,42,0,0,121,133,223,242,50,16,19,52,321,11.6,9.64,6.82,30,12.5,0.106,8.657,1.237,4,4,8
398,23,23,49,0,0,177,135,276,339,69,28,16,82,470,8.8,5.97,5.89,34,4.8125,0.227,18.673,4.099,4,4,8
563,46,54,60,0,1,199,248,504,548,130,38,25,104,638,7.7,7.23,6.39,69,4.555555556,1.779,41.445,2.776,4,5,9
237,5,10,23,0,0,131,108,205,226,40,14,15,51,278,12.7,5.65,7.08,17,15.66666667,0.077,4.521,0.402,3,3,6
375,23,26,69,4,1,151,179,330,358,92,19,24,66,461,10.6,9.16,7.05,55,6.142857143,0.37,20.22,2.41,4,4,8
229,16,12,46,1,0,76,112,204,223,51,12,12,46,293,10.9,10.49,6.89,33,5.714285714,1.67,11.591,2.739,3,3,6
433,21,31,83,1,0,166,214,388,415,110,40,25,84,566,12,9.81,7.15,64,5.5,1.899,17.105,1.995,5,4,9
245,12,25,31,0,0,101,128,216,234,62,10,12,43,297,10.4,6.73,6.32,26,6.75,0.346,11.036,0.618,4,3,7
312,22,21,38,0,1,108,146,269,298,79,17,19,66,349,8.7,8.16,5.99,29,6.071428571,0.851,19.18,1.969,3,4,7
392,18,13,52,0,0,168,161,344,381,79,22,24,67,469,11,8.76,6.55,43,6.833333333,0.865,14.863,2.271,4,4,8
369,27,15,39,0,4,154,165,321,351,68,28,23,66,408,8.5,6.19,5.98,35,5.125,2.207,20.786,4.008,4,4,8
364,25,13,70,0,1,137,173,314,336,73,29,21,61,464,10.7,9.5,7.06,56,4.222222222,2.617,18.721,3.662,5,5,10
289,19,11,50,0,2,92,141,246,274,96,7,8,53,355,10.1,10.19,7.22,45,6.142857143,0,17.585,1.415,4,4,8
454,35,23,89,0,1,166,223,411,444,109,35,15,86,567,10.3,10.01,7.14,72,3.85,0,29.921,5.079,6,5,11
468,16,27,74,0,1,233,191,391,440,96,31,26,100,586,11.6,8.71,6.69,47,15,0.925,14.474,0.602,5,5,10
445,23,23,63,3,2,157,200,379,421,114,26,39,74,541,10.3,8.76,6.55,51,7.166666667,0.406,18.479,4.115,4,5,9
552,46,32,108,0,2,207,223,483,539,140,33,52,84,694,10,8.79,6.78,80,3.777777778,0.435,42.455,3.11,5,5,10
223,11,9,27,0,0,92,107,182,199,44,11,12,50,267,9.8,7.71,6.45,24,10.4,0.75,9.391,0.859,3,3,6
485,22,21,62,0,0,216,169,373,432,107,23,20,84,576,10.7,6.67,6.07,43,8.3,0,18.769,3.231,5,4,9
605,43,20,86,8,2,218,238,499,567,131,42,38,108,694,9.1,8.63,6.43,71,4.166666667,5.292,33.741,3.967,5,5,10
376,19,15,62,0,0,153,179,328,360,87,23,24,68,472,11.1,8.47,6.48,43,7.8,0.595,17.633,0.772,4,5,9
433,24,14,43,3,1,189,190,380,415,94,17,32,82,496,9.8,7.13,5.97,37,6.833333333,1.183,19.609,2.208,4,4,8
398,24,16,59,0,0,173,166,331,382,89,27,22,76,500,10.2,7.53,6.51,49,5.125,0.335,18.49,5.175,4,4,8
602,26,24,94,0,2,264,236,515,580,126,40,59,107,782,11.8,8.36,6.72,71,6,0.346,23.756,1.898,6,5,11
458,23,18,62,1,0,199,210,396,440,102,18,20,70,531,10.1,7.02,6.47,50,6.142857143,0.61,18.687,3.703,4,5,9
507,33,26,75,1,0,168,208,411,463,126,24,28,86,628,9.8,9.45,6.82,71,6.928571429,0.71,26.899,5.391,6,4,10
556,39,31,83,1,3,207,227,464,526,111,44,33,111,687,9.9,8.8,6.18,59,4.888888889,1.157,32.493,5.35,5,5,10
608,29,25,116,6,1,241,271,543,591,149,30,34,101,786,12,9.97,7.33,95,10.4,0.469,25.42,3.111,6,6,12
437,26,12,92,2,0,185,174,348,387,106,31,21,73,611,12.1,9.74,6.75,59,5.125,0.351,21.334,4.315,4,4,8
537,27,30,57,0,0,256,195,438,505,87,23,47,103,625,8.9,6.79,5.92,43,5.1875,2.402,20.753,3.844,5,5,10
472,34,38,64,0,0,204,192,401,446,104,12,23,89,563,9.1,6.83,6.29,54,4.05,0.627,31.325,2.048,4,4,8
488,27,20,62,0,0,189,180,373,437,129,33,36,84,600,9.5,8.58,5.88,40,7.416666667,1.818,22.007,3.178,4,4,8
228,14,13,36,0,0,96,119,210,223,45,11,14,42,278,10.8,8.11,6.74,30,6.416666667,0.837,11.779,1.384,4,3,7
218,10,27,17,0,0,94,118,199,210,44,14,9,47,247,8.5,5.51,6.2,20,8.8,0.12,8.642,1.238,3,3,6
499,24,36,74,0,0,194,206,427,475,106,32,28,108,584,9.3,8.06,6.21,47,8.3,0.536,19.747,3.718,4,5,9
542,32,18,75,0,1,235,207,438,498,107,40,32,94,633,9.2,6.6,6.28,58,4.6875,0.975,25.931,5.094,5,4,9
381,21,23,61,1,1,149,170,309,348,95,30,20,67,472,10.4,8.58,6.34,41,5.928571429,2.333,16.033,2.634,4,4,8
695,41,44,60,0,0,248,239,533,640,192,49,27,123,740,7.1,6.89,6.36,73,6.428571429,0.913,35.727,4.36,5,5,10
425,14,13,46,0,0,162,153,307,363,115,37,10,79,518,10.9,8.42,6.48,36,16,0,11.395,2.605,4,4,8
733,44,29,109,3,4,287,303,648,715,154,49,43,135,885,9.9,8.69,6.65,93,4.5,1.434,35.57,6.997,5,6,11
483,21,24,83,0,0,178,203,422,463,121,50,23,95,627,12,9.92,6.94,63,5.928571429,0.401,17.32,3.28,4,5,9
303,29,22,49,0,0,111,144,251,283,76,17,19,59,371,9.3,8.96,6.22,35,2.357142857,2.911,22.311,3.777,4,4,8
480,23,13,77,0,1,181,209,419,462,132,29,17,82,556,10.5,7.71,6.55,53,8.5,0.419,19.929,2.652,4,4,8
384,20,24,50,0,0,134,166,311,355,109,26,27,67,464,9.8,8.81,6.61,46,7.25,0,16.53,3.47,4,4,8
487,27,27,59,3,10,221,206,432,478,105,20,46,96,569,9.3,8.11,6.42,55,5.1875,0.307,22.71,3.983,4,4,8
528,39,45,105,0,1,186,265,472,508,135,35,29,82,711,10.7,10.42,7.9,106,4.611111111,2.967,32.833,3.199,5,5,10
446,25,46,69,0,1,150,209,397,436,138,21,22,79,535,10,10.61,6.86,59,6.285714286,3.027,20.547,1.426,5,4,9
141,5,10,24,0,0,58,67,116,128,38,4,2,31,181,12.3,9.7,6.75,15,11.5,0,4.905,0.095,4,3,7
351,12,17,50,0,0,136,186,328,342,93,26,14,63,432,10.9,8.19,7.07,43,13.75,0.895,9.744,1.359,4,4,8
459,31,29,69,1,2,189,210,407,444,98,34,21,76,537,8.9,8.22,6.66,60,6.571428571,1.522,25.116,4.361,5,4,9
225,11,3,33,1,0,99,106,193,212,48,13,13,47,284,11.6,7.66,6.47,25,6.75,0.91,9.187,0.903,3,4,7
486,21,20,65,0,1,215,190,396,455,129,12,20,88,592,10.5,8.3,6.36,47,5.571428571,0.065,18.502,2.432,5,5,10
356,22,13,56,0,2,138,164,304,340,81,15,13,77,422,9.2,8.63,6.57,44,4.611111111,0.365,19.146,2.489,4,4,8
479,23,35,53,0,2,207,203,422,464,91,28,34,99,552,9.1,8.41,6.59,54,6.071428571,1.123,19.766,2.11,4,4,8
283,11,7,38,0,1,115,124,232,260,79,18,6,49,337,11,9.35,6.71,29,8.9,0.609,8.74,1.651,3,4,7
181,11,8,28,2,0,61,101,157,169,53,17,6,27,223,10.2,8.63,7.17,28,4.277777778,0.624,8.155,2.22,3,3,6
283,11,13,27,0,0,124,119,220,248,62,21,17,50,317,9.6,6.39,5.66,14,7.083333333,1.598,8.905,0.499,4,3,7
430,27,15,68,0,0,166,194,370,412,101,25,25,69,532,10.3,9.5,7.15,66,5.928571429,1.299,21.315,4.385,4,4,8
476,27,21,73,1,3,188,195,407,455,94,22,13,95,579,10.2,8,6.46,54,6.142857143,0.164,23.765,3.071,4,4,8
564,20,31,56,0,0,235,214,481,540,96,31,42,114,633,10.7,6.33,6.3,45,8.3,0.968,17.215,1.817,4,5,9
193,8,4,27,0,1,97,99,165,178,38,17,6,40,234,9.5,6.27,6.06,15,8.4,0.67,6.026,1.305,3,3,6
486,30,42,81,2,1,176,228,437,470,118,24,34,84,575,9.4,8.16,7.1,74,4.333333333,1.692,24.791,3.517,5,5,10
375,25,16,59,1,0,125,197,335,364,104,30,16,55,447,9.5,9.96,7.41,61,4.35,0.518,19.756,4.726,4,4,8
484,28,30,65,14,3,209,207,423,464,107,33,32,85,583,9.9,7.71,6.37,54,4.375,1.584,24.692,1.724,4,4,8
357,23,10,33,0,2,167,159,305,343,51,12,21,83,402,7.7,5.85,5.72,28,5.857142857,0.797,19.962,2.241,4,4,8
294,10,19,45,0,0,139,151,269,286,65,16,16,58,383,12.5,8.3,6.83,32,12.25,0.874,8.091,1.036,4,4,8
276,11,17,40,0,0,141,121,233,256,59,21,14,50,349,11.7,8.01,6.21,23,7.333333333,0.164,9.354,1.481,4,4,8
478,15,31,70,0,0,233,129,291,362,107,16,36,97,594,10.9,9.99,6.46,38,11.875,0.449,13.083,1.467,4,4,8
385,27,19,45,2,0,167,182,337,371,68,25,24,81,435,8.4,6.48,6.35,45,4.9375,0,23.32,3.68,4,4,8
380,16,14,72,0,0,161,124,240,279,93,18,6,68,505,11.9,8.99,6.03,29,11.6,0,12.647,3.353,4,4,8
416,20,20,57,0,3,174,195,367,398,70,29,36,80,517,10.9,8.7,6.64,48,12.5,0.672,17.145,2.184,4,4,8
415,27,25,64,0,0,152,161,310,356,105,27,28,83,511,9.6,9.1,6.14,42,4.055555556,0.189,22.584,4.227,4,4,8
333,23,19,79,0,1,127,163,294,322,86,31,11,62,431,10.3,10.37,7.9,67,3.888888889,4.18,16.664,2.154,5,4,9
355,17,14,52,0,0,161,125,243,280,66,21,12,66,422,10.7,7.95,5.66,22,5.857142857,0.09,14.989,1.921,4,4,8
389,19,15,45,0,0,173,163,311,350,80,22,15,73,450,9.7,7.43,6.08,34,8.9,0.465,17.056,1.479,5,4,9
319,25,17,50,0,2,124,150,273,299,70,17,21,67,384,9.3,8.56,6.28,37,4.166666667,0.401,19.969,4.63,4,4,8
597,39,31,110,3,6,218,234,505,573,139,36,40,89,704,9.8,10.31,6.9,82,5.125,2.128,31.034,5.838,5,5,10
367,16,13,52,0,1,173,160,315,351,91,11,17,69,453,11.1,8.42,6.29,33,8.3,0,13.954,2.046,5,5,10
556,36,28,132,1,6,179,302,515,548,156,46,30,92,770,11.3,12.4,7.84,109,4.388888889,1.102,26.38,8.518,5,6,11
556,23,16,82,0,0,263,184,415,482,120,30,19,110,679,11.1,7.2,6.38,53,5.571428571,0.076,19.244,3.68,5,5,10
509,31,23,72,4,2,204,199,424,482,129,20,18,91,593,9.5,8.4,6.52,60,5.928571429,0.959,27.199,2.842,4,5,9
597,21,27,72,0,0,265,246,507,556,128,23,49,109,705,11.5,7.61,6.76,63,6.583333333,0.309,18.91,1.781,6,5,11
624,27,23,82,0,0,265,246,539,591,117,36,41,118,732,10.1,7.89,6.42,62,7.416666667,0.135,23.172,3.693,5,4,9
