,char_count,word_count,sentence_count,avg_sentence_len,spelling_errors,long_word,exc_count,que_count,comma_count,stopwords_num,sat_num,unigram,bigrams,trigrams,noun_count,adj_count,adv_count,verb_count,fw_count,neg_sentiment,neu_sentiment,pos_sentiment,syllable_count,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog
249,1395.0,307.0,12.0,25.583333333333332,13,38,1,1,16,114,2,132,244,279,82,24,14,53,53,0.191,10.467,1.342,339,67.49,9.1,9.0,9.69,10.8,7.41,43,8.6,17.203562753036437
250,2532.0,546.0,27.0,20.22222222222222,27,82,2,0,35,169,6,252,470,522,168,36,16,81,81,1.776,20.705999999999996,4.518000000000001,622,64.1,10.3,8.2,11.42,9.9,8.19,101,8.6,17.813459715639812
251,2456.0,484.0,26.0,18.615384615384617,26,89,3,1,15,159,8,191,384,443,134,50,15,93,93,0.316,20.142999999999997,4.540999999999999,644,62.98,11.5,8.6,10.73,9.9,7.18,72,4.4375,15.569952153110046
252,2102.0,435.0,19.0,22.894736842105264,26,56,1,0,10,186,5,190,365,409,96,24,29,86,86,0.192,16.031000000000002,2.7769999999999997,537,67.59,10.1,8.9,8.18,9.5,7.08,60,5.642857142857143,16.353846153846156
253,2898.0,579.0,29.0,19.96551724137931,31,95,0,2,15,215,4,254,511,562,136,51,39,106,106,2.05,24.339,2.613,741,62.38,11.5,8.9,10.03,9.7,6.75,72,8.2,14.645646123260441
254,1564.0,328.0,28.0,11.714285714285714,20,44,0,0,1,142,5,149,294,321,78,18,7,56,56,0.354,24.377999999999997,3.269,391,85.99,8.8,3.9,7.06,4.7,6.4,41,3.8499999999999996,11.935172413793104
255,1656.0,327.0,20.0,16.35,15,61,0,1,18,129,2,157,284,313,80,23,26,65,65,0.751,17.608,1.641,413,73.88,10.8,6.5,9.91,8.3,7.0,48,5.357142857142857,14.433286713286714
256,1059.0,210.0,9.0,23.333333333333332,30,41,0,0,2,100,2,117,195,206,48,17,14,30,30,0.132,7.5760000000000005,1.292,288,57.81,13.2,10.6,8.3,10.2,7.62,36,10.3,18.066938775510206
257,1771.0,376.0,18.0,20.88888888888889,20,60,2,4,25,148,6,171,307,333,91,31,17,54,54,0.392,16.165,1.443,449,62.58,10.9,8.8,10.09,9.6,6.9,47,6.142857142857143,14.963778501628667
258,1537.0,318.0,20.0,15.9,16,49,1,1,16,121,5,153,276,303,80,24,25,46,46,0.065,16.031,3.9040000000000004,379,74.9,10.1,6.1,9.56,7.7,7.15,48,4.6875,14.538045112781953
259,2454.0,515.0,29.0,17.75862068965517,28,63,0,3,8,223,6,202,406,474,124,28,27,89,89,1.493,23.926999999999992,3.58,607,80.72,8.8,6.0,7.42,6.8,6.24,53,5.0625,12.948744588744589
260,2331.0,447.0,27.0,16.555555555555557,15,89,0,1,21,157,11,202,405,437,122,38,30,71,71,2.1929999999999996,22.772000000000002,2.034,587,65.22,11.9,7.8,10.84,9.1,7.3,73,5.25,15.248979591836736
261,1413.0,283.0,10.0,28.3,12,45,1,0,10,117,3,162,264,277,66,23,18,49,49,0.243,8.242,1.516,354,61.8,11.8,11.1,8.54,12.4,6.99,34,8.1,17.67083969465649
262,1533.0,349.0,20.0,17.45,25,24,0,0,8,168,0,129,267,316,58,13,19,80,80,0.0,17.628999999999998,2.371,378,89.28,8.1,4.7,4.87,4.7,5.37,19,5.25,10.732698412698413
263,1072.0,221.0,17.0,13.0,12,29,0,0,2,78,2,109,184,201,49,18,9,40,40,0.0,15.216,1.7839999999999998,263,85.18,8.8,4.2,7.64,5.5,6.23,25,4.555555555555555,11.728205128205127
264,1607.0,331.0,20.0,16.55,15,47,2,1,12,125,1,145,285,313,89,28,10,59,59,0.42800000000000005,16.548000000000002,3.024,398,72.87,10.7,6.9,8.4,7.6,6.84,45,5.0,14.305567010309279
265,1418.0,305.0,18.0,16.944444444444443,12,37,3,3,7,126,8,156,277,292,66,23,13,50,50,1.3040000000000003,15.044999999999998,1.6500000000000001,362,81.53,9.6,5.6,6.72,6.1,6.83,42,6.833333333333333,14.239261992619928
266,2776.0,562.0,23.0,24.434782608695652,27,114,0,1,57,199,10,247,492,542,122,37,43,86,86,0.20700000000000002,19.314,3.479,681,60.14,11.3,9.7,11.37,11.6,7.68,91,7.083333333333334,17.594432548179874
267,2593.0,519.0,27.0,19.22222222222222,14,88,0,1,20,189,8,218,418,477,150,31,21,81,81,0.8720000000000001,22.963999999999995,3.1630000000000003,660,71.24,11.1,7.5,9.63,9.1,6.79,67,6.833333333333333,14.63719298245614
268,1059.0,202.0,6.0,33.666666666666664,14,43,0,0,6,82,3,109,171,183,46,16,13,36,36,0.0,4.946,1.054,263,56.63,12.5,13.1,10.22,16.1,7.29,25,11.625,19.839148936170215
269,903.0,192.0,9.0,21.333333333333332,13,31,0,0,8,70,0,94,161,177,50,11,11,40,40,0.852,6.3580000000000005,1.7920000000000003,227,70.53,10.7,7.8,9.8,9.6,7.21,27,8.9,15.875443037974685
270,1977.0,386.0,21.0,18.38095238095238,19,74,0,1,16,156,6,155,321,367,85,21,22,66,66,0.0,18.011,2.989,515,63.19,11.6,8.5,9.68,9.0,6.46,44,7.5,13.672046109510086
271,1550.0,310.0,12.0,25.833333333333332,15,48,0,0,10,120,1,160,281,298,81,19,22,45,45,1.33,8.694,1.9750000000000003,378,66.57,11.4,9.3,9.17,10.8,6.34,29,5.1875,14.757706093189965
272,2307.0,461.0,28.0,16.464285714285715,16,63,0,0,0,191,11,207,399,444,103,34,22,88,88,2.7609999999999997,23.052999999999997,2.186,573,81.93,9.8,5.5,7.82,6.8,6.26,51,4.8125,12.68
273,845.0,170.0,8.0,21.25,4,28,0,0,7,70,3,101,154,163,37,11,10,26,26,0.335,6.937,0.728,212,68.7,11.0,8.5,8.59,9.3,6.94,23,8.6,15.695483870967742
274,2119.0,431.0,22.0,19.59090909090909,33,61,2,0,11,174,12,210,391,416,92,46,32,87,87,0.628,17.742,3.6310000000000002,537,70.73,10.2,7.7,8.81,8.7,7.19,65,7.333333333333334,15.76628272251309
275,1863.0,389.0,18.0,21.61111111111111,18,60,0,1,3,185,3,132,294,350,84,18,19,73,73,0.297,15.349,2.354,477,76.76,10.5,7.5,7.31,8.4,6.35,39,6.0,14.302022471910114
276,2578.0,544.0,33.0,16.484848484848484,35,81,5,5,15,191,5,253,482,533,174,46,30,73,73,0.076,29.333000000000002,3.5909999999999997,645,74.9,9.5,6.1,9.03,7.3,7.47,91,4.875,15.355320088300221
277,1754.0,378.0,18.0,21.0,29,45,0,0,5,173,1,136,267,318,67,24,15,80,80,0.065,15.648,2.288,440,77.27,9.4,7.3,6.27,7.3,5.96,30,8.9,13.17821325648415
278,2166.0,503.0,36.0,13.972222222222221,28,53,0,2,8,171,2,172,359,428,117,12,22,115,115,0.0,33.028,2.9719999999999995,544,85.28,8.1,4.2,6.48,4.5,5.78,41,5.857142857142857,10.569779951100244
279,2649.0,568.0,35.0,16.228571428571428,47,79,1,5,10,211,1,243,497,542,131,41,44,103,103,1.9729999999999999,28.380000000000006,4.648,662,82.65,9.8,5.2,7.65,6.3,6.29,61,4.875,12.569450101832993
280,2377.0,480.0,23.0,20.869565217391305,19,71,0,0,13,186,5,170,368,439,131,23,30,91,91,0.537,19.578,2.8850000000000002,602,70.33,9.5,7.9,8.99,9.0,6.19,45,5.5,13.345352112676057
281,1958.0,381.0,17.0,22.41176470588235,20,75,0,0,10,158,5,166,314,350,106,24,22,55,55,0.661,13.93,2.409,514,59.23,13.0,10.1,9.75,10.7,7.25,57,7.0,16.749595375722546
282,2602.0,549.0,19.0,28.894736842105264,24,77,0,3,28,224,4,202,470,535,121,28,26,122,122,1.722,15.553,1.725,644,70.87,11.4,9.7,8.3,11.9,6.6,52,6.75,16.519835390946504
283,1674.0,378.0,26.0,14.538461538461538,35,32,0,0,2,147,0,163,327,366,84,13,21,72,72,0.8500000000000001,22.641,2.5090000000000003,416,92.32,8.3,3.6,5.21,4.0,5.88,34,4.111111111111111,11.204084084084085
284,3141.0,627.0,34.0,18.441176470588236,29,113,0,0,24,234,12,222,492,566,156,49,51,104,104,3.416,27.460000000000004,3.124,825,63.8,12.3,8.3,10.26,9.1,6.58,74,8.9,13.821254612546126
285,2037.0,410.0,30.0,13.666666666666666,25,64,0,1,4,139,5,203,373,399,101,35,23,83,83,1.258,25.020999999999997,3.721,518,75.81,9.9,5.8,8.92,6.8,6.76,57,5.0,13.310974930362116
286,1492.0,313.0,20.0,15.65,13,50,0,1,10,131,2,114,247,291,78,25,8,44,44,0.73,15.408000000000001,3.862,367,82.85,9.9,5.1,7.71,6.2,5.98,29,4.75,11.722898550724638
287,2085.0,436.0,26.0,16.76923076923077,22,53,0,0,9,207,1,148,307,377,86,10,18,77,77,0.0,22.557,3.443,507,82.04,8.7,5.4,7.01,6.1,6.0,41,4.6875,12.00243654822335
288,1667.0,324.0,12.0,27.0,15,57,0,0,2,142,5,173,302,318,69,25,32,71,71,0.27199999999999996,9.907999999999998,1.82,425,62.72,12.5,10.8,9.12,12.4,7.13,43,8.6,17.796567656765678
289,2028.0,429.0,26.0,16.5,21,57,1,4,6,195,6,185,358,402,93,26,31,69,69,0.5209999999999999,21.410999999999998,4.068,516,81.83,9.5,5.5,6.95,6.1,6.18,44,7.25,12.503333333333334
290,2752.0,602.0,38.0,15.842105263157896,42,80,0,4,26,200,7,262,520,579,158,35,34,109,109,3.201,32.78999999999999,2.009,678,75.4,9.7,5.9,8.92,6.9,7.07,86,4.9375,14.212783505154642
291,2384.0,436.0,23.0,18.956521739130434,22,120,1,0,23,156,10,232,401,425,125,24,22,71,71,0.4,18.411000000000005,4.189,628,46.27,13.3,10.9,13.11,11.7,8.5,97,6.375,18.83746701846966
292,2413.0,492.0,22.0,22.363636363636363,29,80,0,0,22,183,8,230,438,475,139,41,26,71,71,0.683,19.599,1.7190000000000003,585,69.11,10.0,8.3,10.33,10.5,8.05,92,7.166666666666666,18.382816229116948
293,3980.0,847.0,43.0,19.697674418604652,58,110,2,8,26,277,8,331,702,803,252,80,41,147,147,2.31,36.562000000000005,4.127000000000001,970,71.95,9.5,7.2,9.8,8.9,6.91,109,11.75,14.744367816091955
294,1880.0,405.0,27.0,15.0,18,52,0,0,16,176,3,162,330,374,92,17,22,63,63,0.0,23.872999999999998,3.1270000000000002,476,83.56,9.7,4.9,6.95,5.5,6.43,48,4.277777777777778,12.679093484419264
295,1365.0,268.0,12.0,22.333333333333332,10,46,0,0,13,111,4,124,226,251,67,21,5,42,42,0.104,10.266,1.63,341,68.1,12.0,8.7,9.92,10.7,6.73,32,6.833333333333333,15.333333333333336
296,2808.0,550.0,29.0,18.96551724137931,27,112,8,1,20,214,7,234,461,516,127,39,27,103,103,2.108,24.675000000000004,2.217,702,63.09,10.5,8.6,10.44,9.6,7.47,92,7.083333333333334,16.27485477178423
297,1546.0,314.0,23.0,13.652173913043478,20,47,0,0,6,121,5,159,284,304,76,21,23,58,58,0.614,17.949,4.437,383,76.32,9.3,5.6,8.8,6.4,6.7,43,5.928571428571429,13.037372262773724
298,3038.0,624.0,31.0,20.129032258064516,21,97,0,2,14,214,6,243,488,554,178,43,18,112,112,0.762,25.605999999999998,4.633,746,70.73,10.5,7.7,9.39,9.1,6.64,73,6.071428571428571,14.387509293680296
299,2372.0,520.0,33.0,15.757575757575758,43,76,13,0,11,162,6,175,384,461,143,27,33,79,79,1.4449999999999998,26.058,4.496,580,74.69,9.8,6.2,9.1,7.2,6.22,51,5.571428571428571,12.257142857142858
300,2122.0,401.0,24.0,16.708333333333332,12,71,2,0,15,157,10,176,352,391,96,43,22,60,60,0.453,20.014000000000003,3.5330000000000004,549,64.81,11.8,7.9,10.72,9.3,6.85,56,8.8,14.216983240223465
301,1180.0,240.0,21.0,11.428571428571429,10,38,0,1,8,88,4,112,208,229,63,15,23,41,41,0.0,16.982999999999997,4.0169999999999995,301,70.09,8.6,5.9,9.2,6.1,6.61,32,3.2272727272727275,12.185418719211825
302,1904.0,392.0,18.0,21.77777777777778,21,57,0,0,8,153,7,157,306,355,92,42,17,66,66,1.3719999999999999,14.418000000000001,2.209,468,76.66,10.5,7.5,7.72,8.8,6.16,35,8.4,13.859721448467965
303,2399.0,525.0,24.0,21.875,28,56,6,0,17,202,3,210,439,499,114,25,29,94,94,0.21,21.174999999999997,2.615,587,76.86,10.2,7.4,7.6,8.6,6.11,43,8.7,13.668546255506607
304,2496.0,504.0,22.0,22.90909090909091,20,96,2,1,25,203,9,229,446,485,112,34,26,84,84,0.366,18.332000000000004,3.3020000000000005,647,59.43,11.8,10.0,9.52,10.4,7.55,82,7.0,17.467387387387387
305,2534.0,510.0,28.0,18.214285714285715,21,106,0,3,24,188,16,226,461,499,144,39,25,71,71,0.702,24.433000000000003,2.865,657,56.15,11.6,9.2,11.19,9.7,8.16,101,6.714285714285714,17.613459715639813
306,2689.0,528.0,24.0,22.0,44,102,0,1,15,211,8,243,467,512,129,48,40,81,81,0.077,20.493,3.4300000000000006,693,59.84,12.4,9.8,9.69,10.4,7.57,89,6.916666666666667,17.398991596638655
307,2877.0,505.0,22.0,22.954545454545453,14,143,0,0,11,215,14,250,465,501,132,34,24,90,90,0.903,19.219000000000005,1.8770000000000002,775,41.4,14.9,12.8,12.53,13.4,8.7,119,7.5,20.669253731343286
308,1024.0,218.0,3.0,72.66666666666667,12,17,0,0,0,112,1,89,176,200,56,17,12,38,38,0.049,2.5439999999999996,0.40800000000000003,262,33.25,14.1,26.3,6.0,32.0,8.27,15,24.0,33.2169014084507
309,1937.0,420.0,16.0,26.25,16,38,0,0,2,202,1,147,330,389,81,21,21,93,93,0.309,13.376000000000001,2.315,489,72.29,10.6,9.2,6.27,9.6,5.98,28,6.666666666666667,14.57405684754522
310,1071.0,226.0,7.0,32.285714285714285,16,28,0,0,4,92,3,112,192,210,58,17,12,43,43,0.458,5.570999999999999,0.9710000000000001,265,66.71,10.9,11.3,7.38,13.0,6.86,23,15.666666666666666,18.303076923076926
311,2376.0,500.0,30.0,16.666666666666668,20,76,0,3,22,204,8,188,391,458,101,27,24,90,90,0.538,25.416,4.045999999999999,595,73.37,10.2,6.7,8.4,7.3,6.5,58,6.833333333333333,13.315348837209303
312,1765.0,380.0,20.0,19.0,33,56,0,3,16,143,2,167,305,341,101,15,28,61,61,0.881,17.901999999999997,1.217,435,72.36,10.2,7.1,9.05,8.1,6.52,42,6.666666666666667,13.63645569620253
313,1890.0,369.0,23.0,16.043478260869566,16,78,0,0,14,144,10,187,319,343,93,27,23,61,61,2.097,18.596,2.307,477,65.42,10.5,7.7,9.79,8.2,7.14,58,4.6875,14.793170731707319
314,1486.0,309.0,7.0,44.142857142857146,17,43,0,0,9,153,1,131,268,295,63,13,28,47,47,0.084,6.12,0.7969999999999999,374,60.01,13.0,13.9,7.27,16.1,6.8,25,11.75,19.968275862068964
315,1614.0,340.0,17.0,20.0,12,50,0,0,4,155,3,127,242,272,65,19,25,66,66,2.152,13.570999999999998,1.277,414,78.38,9.6,6.8,6.96,7.6,6.28,34,7.25,13.681294498381877
316,1330.0,290.0,22.0,13.181818181818182,13,27,0,0,0,129,2,144,259,284,61,21,15,55,55,0.40800000000000003,18.249,3.343,327,93.03,7.3,3.3,5.03,3.5,5.78,26,4.444444444444445,10.749774436090227
317,650.0,142.0,7.0,20.285714285714285,13,17,0,0,6,58,1,74,122,134,38,11,6,23,23,0.41000000000000003,5.655,0.9349999999999999,158,79.5,9.6,6.4,8.12,8.0,6.98,19,10.4,15.173333333333336
318,1716.0,371.0,23.0,16.130434782608695,11,53,0,1,7,142,4,167,312,347,68,17,23,66,66,0.113,20.218999999999998,2.668,426,82.14,8.6,5.4,6.26,5.4,6.11,37,5.857142857142857,12.244444444444445
319,1731.0,331.0,18.0,18.38888888888889,24,66,0,0,6,97,4,173,290,315,84,27,19,74,74,0.0,15.024,2.976,428,63.29,11.8,8.5,10.67,9.7,6.54,39,7.699999999999999,13.848135593220338
320,1987.0,443.0,32.0,13.84375,31,52,0,2,22,189,5,197,389,429,81,23,24,79,79,0.704,26.821000000000005,4.476000000000001,488,84.88,8.5,4.4,6.42,4.5,6.22,48,5.642857142857143,11.785963060686017
321,2276.0,505.0,34.0,14.852941176470589,43,57,9,7,19,219,6,190,419,479,67,27,41,115,115,1.438,25.637999999999998,6.9239999999999995,563,83.76,9.1,4.8,7.12,5.5,5.99,46,10.5,11.489411764705883
322,1978.0,441.0,24.0,18.375,23,48,0,0,16,179,1,199,378,415,104,21,31,88,88,0.972,20.578000000000003,2.45,477,81.53,8.3,5.6,7.94,7.1,6.52,49,7.0,13.439449035812672
323,1541.0,315.0,15.0,21.0,34,57,3,1,11,125,1,145,260,293,77,19,8,59,59,1.27,13.587,0.14300000000000002,400,61.56,11.6,9.2,9.51,9.6,7.38,49,7.9,16.44588235294118
324,3499.0,758.0,52.0,14.576923076923077,33,93,1,1,34,281,9,291,630,709,177,53,38,130,130,0.357,44.08999999999999,7.553,858,84.07,9.0,4.7,7.7,5.9,6.26,81,5.5,12.094602184087364
325,1774.0,371.0,21.0,17.666666666666668,18,44,0,0,14,140,4,174,336,364,90,19,22,64,64,0.515,17.104999999999997,3.379000000000001,431,80.82,9.2,5.9,7.71,7.0,6.09,35,5.1875,12.549607250755287
326,3508.0,795.0,51.0,15.588235294117647,43,102,1,4,41,291,29,288,616,725,189,47,26,135,135,1.3910000000000002,41.695999999999984,7.913999999999999,898,75.4,9.8,5.9,7.29,5.6,6.36,86,4.5625,12.404178187403994
327,1550.0,329.0,15.0,21.933333333333334,13,39,0,0,11,134,5,164,303,324,79,24,14,51,51,0.249,12.135000000000002,2.616,375,77.67,10.4,7.1,8.7,9.1,6.47,34,16.166666666666668,14.36565371024735
328,3786.0,755.0,37.0,20.405405405405407,28,145,4,3,48,267,8,300,619,707,223,47,36,116,116,1.205,30.462000000000003,5.334,975,55.24,12.2,9.5,12.7,11.2,7.47,117,7.166666666666666,16.097368421052632
329,1703.0,321.0,20.0,16.05,9,71,1,0,10,97,5,136,254,294,93,24,19,59,59,0.117,15.518999999999998,4.364,447,49.31,11.9,9.7,12.87,10.3,7.58,56,4.222222222222222,15.696296296296296
330,732.0,162.0,14.0,11.571428571428571,14,20,0,0,7,68,1,92,147,156,41,7,8,21,21,0.519,12.339,1.1420000000000001,174,86.81,8.4,3.6,6.01,3.6,6.06,17,3.3181818181818183,10.85208633093525
331,1312.0,251.0,10.0,25.1,9,42,0,0,3,121,4,133,223,242,50,16,19,52,52,0.106,8.657,1.237,321,64.54,11.6,10.1,9.64,11.9,6.82,30,12.5,16.506382978723405
332,1862.0,398.0,23.0,17.304347826086957,23,49,0,0,3,177,2,135,276,339,69,28,16,82,82,0.22699999999999998,18.673,4.099,470,80.62,8.8,6.0,5.97,5.7,5.89,34,4.8125,12.095652173913045
333,2651.0,563.0,46.0,12.23913043478261,54,60,0,1,13,199,2,248,504,548,130,38,25,104,104,1.779,41.445,2.776,638,86.1,7.7,3.9,7.23,4.7,6.39,69,4.555555555555555,11.895737704918034
334,1098.0,237.0,5.0,47.4,10,23,0,0,2,131,0,108,205,226,40,14,15,51,51,0.077,4.521,0.40199999999999997,278,58.83,12.7,16.4,5.65,19.4,7.08,17,15.666666666666666,23.28943231441048
335,1851.0,375.0,23.0,16.304347826086957,26,69,4,1,18,151,5,179,330,358,92,19,24,66,66,0.37,20.22,2.4099999999999997,461,72.46,10.6,7.1,9.16,8.1,7.05,55,6.142857142857143,14.946666666666665
336,1182.0,229.0,16.0,14.3125,12,46,1,0,7,76,5,112,204,223,51,12,12,46,46,1.67,11.591000000000001,2.739,293,66.33,10.9,7.3,10.49,8.3,6.89,33,5.714285714285714,13.927164179104478
337,2206.0,433.0,21.0,20.61904761904762,31,83,1,0,7,166,13,214,388,415,110,40,25,84,84,1.899,17.105,1.9949999999999999,566,61.16,12.0,9.3,9.81,9.8,7.15,64,5.5,15.980976863753213
338,1161.0,245.0,12.0,20.416666666666668,25,31,0,0,2,101,2,128,216,234,62,10,12,43,43,0.346,11.036,0.618,297,79.4,10.4,6.5,6.73,6.9,6.32,26,6.75,13.522857142857143
339,1434.0,312.0,22.0,14.181818181818182,21,38,0,1,7,108,1,146,269,298,79,17,19,66,66,0.851,19.180000000000003,1.9689999999999999,349,84.88,8.7,4.4,8.16,5.8,5.99,29,6.071428571428571,11.19876447876448
340,1899.0,392.0,18.0,21.77777777777778,13,52,0,0,18,168,4,161,344,381,79,22,24,67,67,0.865,14.862999999999998,2.271,469,68.91,11.0,8.4,8.76,9.3,6.55,43,6.833333333333333,14.651098265895953
341,1636.0,369.0,27.0,13.666666666666666,15,39,0,4,19,154,1,165,321,351,68,28,23,66,66,2.207,20.785999999999998,4.008,408,85.08,8.5,4.3,6.19,4.4,5.98,35,5.125,11.127179487179488
342,1827.0,364.0,25.0,14.56,13,70,0,1,14,137,10,173,314,336,73,29,21,61,61,2.617,18.721,3.662,464,67.04,10.7,7.1,9.5,7.4,7.06,56,4.222222222222222,14.146246056782335
343,1412.0,289.0,19.0,15.210526315789474,11,50,0,2,11,92,1,141,246,274,96,7,8,53,53,0.0,17.585,1.4149999999999998,355,67.15,10.1,7.0,10.19,7.9,7.22,45,6.142857142857143,14.540000000000001
344,2286.0,454.0,35.0,12.971428571428572,23,89,0,1,11,166,9,223,411,444,109,35,15,86,86,0.0,29.921000000000003,5.079,567,68.36,10.3,6.6,10.01,7.4,7.14,72,3.8499999999999996,14.00186046511628
345,2392.0,468.0,16.0,29.25,27,74,0,1,5,233,1,191,391,440,96,31,26,100,100,0.925,14.473999999999998,0.602,586,68.84,11.6,10.5,8.71,13.2,6.69,47,15.0,17.303038548752834
346,2142.0,445.0,23.0,19.347826086956523,23,63,3,2,10,157,5,200,379,421,114,26,39,74,74,0.406,18.479,4.115,541,71.34,10.3,7.5,8.76,8.4,6.55,51,7.166666666666666,13.991317829457365
347,2763.0,552.0,46.0,12.0,32,108,0,2,12,207,11,223,483,539,140,33,52,84,84,0.43500000000000005,42.45499999999999,3.1100000000000003,694,77.74,10.0,5.0,8.79,6.2,6.78,80,3.7777777777777777,12.852806652806652
348,1054.0,223.0,11.0,20.272727272727273,9,27,0,0,2,92,2,107,182,199,44,11,12,50,50,0.75,9.391,0.8590000000000001,267,70.23,9.8,7.9,7.71,8.1,6.45,24,10.4,14.033096446700506
349,2216.0,485.0,22.0,22.045454545454547,21,62,0,0,13,216,16,169,373,432,107,23,20,84,84,0.0,18.769000000000005,3.231,576,79.5,10.7,6.4,6.67,6.8,6.07,43,8.3,12.858691588785048
350,2855.0,605.0,43.0,14.069767441860465,20,86,8,2,35,218,8,238,499,567,131,42,38,108,108,5.292,33.741,3.9670000000000005,694,76.42,9.1,5.5,8.63,6.2,6.43,71,4.166666666666667,12.310551181102362
351,1853.0,376.0,19.0,19.789473684210527,15,62,0,0,9,153,4,179,328,360,87,23,24,68,68,0.595,17.633000000000003,0.772,472,71.24,11.1,7.5,8.47,8.2,6.48,43,7.800000000000001,13.848757396449706
352,2062.0,433.0,24.0,18.041666666666668,14,43,3,1,10,189,4,190,380,415,94,17,32,82,82,1.183,19.609,2.2079999999999997,496,79.6,9.8,6.4,7.13,7.2,5.97,37,6.833333333333333,12.575510204081633
353,1929.0,398.0,24.0,16.583333333333332,16,59,0,0,8,173,3,166,331,382,89,27,22,76,76,0.335,18.490000000000006,5.175,500,73.78,10.2,6.5,7.53,6.4,6.51,49,5.125,13.219610027855154
354,2987.0,602.0,26.0,23.153846153846153,24,94,0,2,17,264,6,236,515,580,126,40,59,107,107,0.346,23.756,1.898,782,66.88,11.8,9.2,8.36,10.0,6.72,71,6.0,15.634264972776771
355,2102.0,458.0,23.0,19.91304347826087,18,62,1,0,12,199,4,210,396,440,102,18,20,70,70,0.61,18.68700000000001,3.703,531,79.19,10.1,6.5,7.02,7.3,6.47,50,6.142857142857143,13.947531172069825
356,2544.0,507.0,33.0,15.363636363636363,26,75,1,0,15,168,6,208,411,463,126,24,28,86,86,0.71,26.898999999999994,5.391,628,74.69,9.8,6.2,9.45,7.5,6.82,71,6.928571428571429,13.767713004484305
357,2724.0,556.0,39.0,14.256410256410257,31,83,1,3,11,207,3,227,464,526,111,44,33,111,111,1.157,32.492999999999995,5.3500000000000005,687,75.81,9.9,5.8,8.8,6.7,6.18,59,4.888888888888889,11.856265560165975
358,3068.0,608.0,29.0,20.96551724137931,25,116,6,1,28,241,12,271,543,591,149,30,34,101,101,0.46900000000000003,25.419999999999998,3.111,786,61.87,12.0,9.1,9.97,9.8,7.33,95,10.4,16.236104868913856
359,2275.0,437.0,26.0,16.807692307692307,12,92,2,0,12,185,20,174,348,387,106,31,21,73,73,0.351,21.334000000000003,4.3149999999999995,611,64.51,12.1,8.0,9.74,8.6,6.75,59,5.125,14.0546835443038
360,2559.0,537.0,27.0,19.88888888888889,30,57,0,0,3,256,3,195,438,505,87,23,47,103,103,2.402,20.752999999999997,3.8440000000000003,625,78.18,8.9,6.9,6.79,7.3,5.92,43,5.1875,12.82076458752515
361,2214.0,472.0,34.0,13.882352941176471,38,64,0,0,8,204,7,192,401,446,104,12,23,89,89,0.627,31.324999999999996,2.048,563,75.91,9.1,5.7,6.83,5.0,6.29,54,4.05,12.099856115107913
362,2403.0,488.0,27.0,18.074074074074073,20,62,0,0,8,189,6,180,373,437,129,33,36,84,84,1.818,22.007,3.1780000000000004,600,72.05,9.5,7.2,8.58,7.9,5.88,40,7.416666666666666,12.109724770642202
363,1078.0,228.0,14.0,16.285714285714285,13,36,0,0,7,96,2,119,210,223,45,11,14,42,42,0.837,11.778999999999998,1.3840000000000001,278,74.08,10.8,6.4,8.11,6.7,6.74,30,6.416666666666667,13.731370558375637
364,990.0,218.0,10.0,21.8,27,17,0,0,4,94,1,118,199,210,44,14,9,47,47,0.12,8.642,1.238,247,84.91,8.5,6.4,5.51,7.1,6.2,20,8.8,14.020099502487563
365,2358.0,499.0,24.0,20.791666666666668,36,74,0,0,8,194,9,206,427,475,106,32,28,108,108,0.536,19.747,3.718,584,79.19,9.3,6.5,8.06,8.1,6.21,47,8.3,13.28183908045977
366,2510.0,542.0,32.0,16.9375,18,75,0,1,21,235,6,207,438,498,107,40,32,94,94,0.975,25.930999999999997,5.094,633,81.63,9.2,5.6,6.6,6.0,6.28,58,4.6875,12.823284823284823
367,1868.0,381.0,21.0,18.142857142857142,23,61,1,1,11,149,1,170,309,348,95,30,20,67,67,2.333,16.033,2.634,472,72.05,10.4,7.2,8.58,7.9,6.34,41,5.928571428571429,13.277758112094396
368,2980.0,695.0,41.0,16.951219512195124,44,60,0,0,18,248,3,239,533,640,192,49,27,123,123,0.913,35.727000000000004,4.36,740,82.85,7.1,5.1,6.89,5.6,6.36,73,6.428571428571429,12.679010600706714
369,2060.0,425.0,14.0,30.357142857142858,13,46,0,0,5,162,4,153,307,363,115,37,10,79,79,0.0,11.395,2.605,518,60.58,10.9,11.6,8.42,12.9,6.48,36,16.0,16.719791122715403
370,3602.0,733.0,44.0,16.65909090909091,29,109,3,4,25,287,10,303,648,715,154,49,43,135,135,1.4340000000000002,35.56999999999999,6.997000000000001,885,73.17,9.9,6.8,8.69,7.7,6.65,93,4.5,13.758513931888544
371,2501.0,483.0,21.0,23.0,24,83,0,0,13,178,4,203,422,463,121,50,23,95,95,0.401,17.32,3.28,627,67.08,12.0,9.1,9.92,11.1,6.94,63,5.928571428571429,16.12727272727273
372,1502.0,303.0,29.0,10.448275862068966,22,49,0,0,3,111,1,144,251,283,76,17,19,59,59,2.911,22.310999999999996,3.7769999999999997,371,79.36,9.3,4.4,8.96,5.8,6.22,35,2.357142857142857,10.986356589147286
